TF	Target
FOXO3	LRRTM2
ATF6	ATXN7L1
NR3C1	FHIT
CUX1	PIERCE1
YY1	MOB1A
MYC	CAMK2N2
CEBPD	TF
USF1	HSD17B7P2
E2F2	IQCK
TAL1	APBB1
E2F2	RAD23A
GATA1	HBA1
EGR2	GJD3
TFAP2A	HIVEP1
ATF6	BRD2
PPARG	THAP8
E2F1	PRXL2B
BACH2	MARCHF6
TFAP2A	CYP4V2
E2F4	SCN8A
ETS1	MMP10
STAT5A	PLPPR2
FOSB	KCNK10
EGR1	TMCC1-DT
ATF7	FOXL3-OT1
SP1	RTL4
POU2F2	ZMIZ2
EGR3	KDM4B
RORA	STXBP2
POU2F1	MIR200B
HMGA1	TWIST1
RFX1	PLTP
HOXA1	EPAS1
CD40	IL12A
FOSL1	GCNA
SOX9	PER2
REL	NEO1
TCF4	NSF
TP53	FOXO3
POU2F1	SESN2
TP53	YIF1A
XBP1	SLC15A3
ATF4	ONECUT2
JUND	DOCK9
STAT5A	SERPINA11
ZBTB6	MTNAP1
FOXL1	LINC01102
NKX3-1	MIR4530
NFKB1	STAC3
PPARG	SYN2
ESR1	SRGN
STAT5B	CSN1S1
KLF12	TSTD1
USF1	MIR4766
TBX3	CDKN1A
YY1	SNORD61
REST	SLC30A1
BPTF	RHOV
SMAD2	COL1A2
FOSB	FDXR
AR	PPP2R2C
NFIL3	OPLAH
HNF1A	NFATC4
POU3F2	TIMM8A
NFYC	SLC26A9
JUND	MIR711
MEF2A	RASGRP2
TFAP2C	EPC2
MYC	FGF6
E2F2	IPO11
PPARG	CMTR1
SMAD4	ETS1
FOXD3	HAND2
ELK1	ARHGAP1
HNF4A	SRFBP1
ASH2L	CDKN2B
CEBPA	SNORD78
E2F7	MIR1227
NFKB2	KSR1
STAT6	GPR179
NFE2L1	ARHGAP1
CTCF	LINC00923
SP1	HOXB2
ARNT	FAM237A
SREBF2	SPMIP1
RXRB	FABP1
EGR3	MEIS1
CUX1	HNRNPC
E2F2	GINS1
FOXD3	CAVIN4
MEF2A	LOXL4
TFAP2A	MIR196B
ATF7	S1PR2
ATF6	LYN
CREBBP	CDKN2B
RFX1	ITGAL
PAX2	SLC20A1-DT
FOXA2	GUSBP3
E2F5	LMAN2
POU3F1	CSF3
TBP	TWIST1
IRF1	CCNE1
CUX1	NAGLU
NFE2L1	PLEKHN1
BPTF	HOXD10
NFE2L1	FHL1
ATF2	CALCA
FOXO3	TRAPPC13
MYC	SLC41A1
SREBF2	TRAIP
NFIC	E2F3
RARA	HCK
CEBPB	PLCZ1
CTCF	SLF1
HNF4A	TMEM259
GATA3	CCDC196
CUX1	MIR9-2
FOXO3	ST18
MAX	RRAGB
TP53	NALF1
MIF	LIPG
POU2F1	LINC01138
FOXO3B	VPS13A-AS1
AR	HNF1A
FOXO1	COL5A2
MXI1	MIR212
PAX2	ICMT
USF1	PIP5K1A
CTCF	ATOSA
TBP	CRCT1
PAX2	GPD1
MYC	CACNA1H
BACH1	ENAH
BACH2	NPTX2
ELK1	LNP1
SOS1	BCL2L1
SRF	MIR1539
PAX5	PPT2
FOXC1	MACROD1
JUND	KLHL21
SP1	ZFAND2A
BACH1	NR0B2
DDIT3	CXCL8
SREBF1	NOL4L
MEIS1	DLEU2
EGR1	PORCN
REST	NUP188
NFYB	HNRNPUL2-BSCL2
SOX9	RXFP2
PAX5	TBC1D4
GATA1	MIR3064
ATF6	CUL9
YY1	SLC20A1-DT
MEF2A	MIR583
ALX1	GPR65
TFAP4	ENO3
MEF2A	PTPRR
CUX1	ZNF335
TP53	MSL3
EGR2	CHST8
MEF2A	XK
E2F7	ILF3-DT
ZBTB6	PMP22
POU2F1	HOXA10-HOXA9
NR2F2	REEP3
YY1	ZNF225-AS1
TFAP2A	MIR3622B
ATF5	CRABP2
MXI1	ALOXE3
POU3F2	MEF2D
TP53	L3HYPDH
NKX3-1	MRPS16
SPI1	G2E3
NFYA	PTPN4
ZNF382	JUN
NFKB2	TRPV3
SP1	CXCL14
YY1	IVL
MAX	ZNF542P
E2F3	MIR1244-3
REST	ZNF385A
PPARG	GLB1L
E2F1	HDHD2
E2F5	TJP3
NFATC3	RUNX2
IRF7	FEZF1
E2F7	PLCL2
PAX5	ATG16L1
SRF	OR2A9P
FOSL1	TTC22
EGR2	GANC
SP1	ZMAT3
SP1	CAMSAP3
DDIT3	EIF4E3
NFE2	CSPG4P1Y
ATF1	PGK1
MAX	TUBGCP3
FUS	DDIT3
MZF1	MPPED2
PROX1	CDKN1C
FOXO4	SOX3
ATF2	POLR1H
MYB	UGT1A8
ATF7	PRRT2
HNF4A	LIN28B-AS1
ESR1	TIMM10
GABPA	CIDECP1
HSF1	UBR2
POU3F2	IGFBP2
MEIS1	SCML1
GATA3	SLC6A9
EGR3	SNORD10
GATA1	RARB
RREB1	SCGB1C2
FOXO3B	MAT1A
POU3F2	YDJC
GABPA	PMS2P5
YY1	P2RX7
NFE2L1	CCIN
STAT4	SLC9A6
TP53	BIRC8
SPI1	MAL
E2F5	HIRA
NFIC	C1orf127
BACH1	CDCA8
ARNT	DYNC1LI1
HOXA9	SH2B3
AHR	HOXA11
SREBF2	HMGCR
FOXJ2	HEMK1
SP1	ITGAD
ATF5	MYNN
SRF	SLC6A2
E2F1	MIR19B1
LMO2	ZCCHC24
CTCF	AGTR1
STAT3	MIR124-1
CUX1	CMSS1
PAX2	AQP4-AS1
SRF	MSS51
NFIC	HOXD13
MZF1	GPC6
PAX5	C11orf96
GATA2	SLC24A4
MZF1	PRDM10-DT
HNF4A	SEC22B
PAX5	ACBD5
CREB3L3	VEGFD
CUX1	INHBA
TCF7L2	MMP7
PBX1	PCDHGB8P
GATA2	TRIML1
ATF2	SWI5
TFAP2C	RGS7BP
SOX9	SOX10
FOXD1	MIR578
ATF2	CEP57
TFAP2A	HGF
BRCA1	KHSRP
FOXI1	RSPO3
POU5F1	MGC12916
SREBF1	PRKG1
STAT3	PSD
ATF2	PAQR4
ATF4	CITED4
STAT1	MIR323A
USF1	CTAGE6
REST	CCDC107
ILF2	ACRV1
MAX	GAS1RR
SP1	LYZ
FOXD1	C10orf90
POU3F3	NRXN1
MYC	GTPBP2
POU5F1	HPN
MEIS1	ITGA3
POU2F1	OR9K2
TCF7L1	BIRC2
TBP	CUX2
NANOG	NODAL
AHR	DHRS3
ATF7	PCDHAC2
PAX5	BAX
USF1	DPH2
NFKB1	SMC4
EGR1	LINC00473
TP53	TLX1NB
E2F5	ZNF524
ARNT	TBC1D1
MEF2A	TBC1D1
TBP	RASSF8-AS1
MXI1	TMUB1
EBF1	CATSPERE
NR3C1	DDIT4
POU3F1	SLC25A12
REL	MIR125B1
TFAP2A	PPFIA1
ARNT	GTF2IRD1
DDIT3	BAG6
CUX1	HOTAIRM1
SRF	LINC01013
PAX2	RRS1-DT
NFATC4	EGR2
RREB1	WFS1
MYC	GSE1
TFAP2A	PPP4R1L
IRF7	ADAMTS5
REL	MIR330
CUX1	PTPRA
CUX1	DEPDC5
ATF2	KLF9
ARNT	SAMD4A
STAT2	HHIP-AS1
NFYC	PSMD4
SP1	TMEM109
FOXO1	MDH1
LHX3	ZEB2
PITX2	GNRH1
JUN	EIF1AX
MYD88	IL6
YY1	CAMK2D
STAT4	RRAS
RREB1	SPACA6
STAT6	ILK
HLF	LINC01013
USF1	MIR1207
POU2F2	ARHGAP21
EP300	SLC13A2
GABPA	HIKESHI
VDR	IGFBP3
LMO2	PIP4P1
KLF2	GSTM5
NANOG	AFP
TFAP2A	MTMR4
ATF7	SPI1
PAX5	COL4A2-AS1
ELF4	HBD
NFE2L1	CTRL
MYC	NEK6
ARNT	FGF6
EGR2	ABCB1
POU2F2	PAX6
TFAP2C	KTN1
FOXO3	SLC30A8
ATF7	CSNK1G2
FOS	TNFRSF1B
POU3F2	TNIK
FOXO4	MIR3158-2
USF1	SULT1A2
PPARG	SCGB1D1
MIF	MIR4690
FUS	AR
MYC	CCDC61
HIC1	VLDLR
ARNT	PRPS2
POU5F1	HOXA10
CTCF	LINC01226
CEBPA	MIR1287
SOX9	NFYA
ATF2	KCTD8
E2F1	MAMLD1
POU3F3	ZFPM2
RFX1	PPP1R42
SRF	GABRE
E2F2	SOX15
BACH1	HAS1
RXRA	CCDC148
NFIL3	CDK5R1
REL	PRSS8
KLF12	NF1P2
HNF1A	ETS2
MIF	IFT74
POU3F1	ZNF536
STAT1	ATXN7L1
XBP1	TM9SF3
ATF6	AANAT
MYC	UCHL3
FOXD1	DGKH
CREB1	DIO3OS
CREB1	HACD3
KLF15	RHO
REL	IRF6
E2F4	ST7
ATF4	TRAPPC10
SRF	EHMT2
TCF3	CCDC9B
SREBF1	DMPK
TAL1	TCF4
E2F4	SNORA48
RXRA	HPN
NFIL3	RBM24
E2F2	KIAA1274
BACH1	MET
YY1	STX18-AS1
NFATC1	CXCL8
MEF2C	NADK
MYB	PRTG
SREBF2	CCDC154
EGR2	DCTN2
YY1	GRWD1
TP53	ALOX5
JUN	FAM86B1
EGR1	DICER1
MYC	EIF2B3
NFKB1	ABCG1
MXI1	UBE3D
ZIC2	BSCL2
SPI1	TLR2
E2F4	TSC22D1-AS1
FOXI1	NF1P2
MIF	UPF2
EGR1	TMCO3
TCF3	SYT6
MEIS1	THAP8
POU3F2	RTL3
ATF1	CDIP1
GABPA	NTAQ1
NKX6-1	ZFHX3
ATF6	CLSTN3
CUX1	BDNF
NFYC	WIZ
FOXJ2	MIR4297
STAT1	CLDN4
E2F5	CBFA2T2
BACH1	SMG9
LMO2	ZNF32-AS1
EGR3	RORA
JUND	ADRA1A
FOSB	BRD8
VSX2	AHCYL2
GATA2	SCP2D1
USF1	C4orf3
EGR1	TWIST2
ARNT	LPXN
TFAP2A	DLL4
JUNB	MIR29C
PAX5	ABCD1
NFE2L2	HBB
GATA2	KLF3-AS1
BPTF	TMEM187
E2F3	RAB3GAP1
PPARG	TPSG1
STAT1	CYP11B2
PBX1	SCHIP1
GABPA	C1GALT1C1L
YY1	PCDH7
NR3C1	SMAD5
CUX1	MIR4709
NCOR1	G0S2
HSF4	RAD51
MZF1	MAML2
ATF1	MIR380
POU3F2	TMEM100
CUX1	ARAP1
JUNB	ANAPC5
STAT6	TLR4
NFKB1	GPR37
SPI1	EIF2A
FOSB	TUBB4B
POU2F1	ETV1
SP1	HNRNPA0
EPAS1	IKBKG
PPARG	JMJD7
TAL1	IRS2
NFKB2	SMG9
CUX1	DLG4
PAX2	AREG
E2F4	MIR1282
RFX1	CCL17
JUNB	CMAS
MEF2A	KIRREL2
ATF2	ANKRD13C
E2F3	DMC1
TFAP2A	TP53BP2
TFAP2A	RYBP
RREB1	GNG3
STAT2	DDX19B
MYC	ZNF496
PAX5	CCDC85C
GATA1	DTD2
STAT1	TBXAS1
IRF1	TSPAN6
BPTF	BCL6
FOS	IL10
RREB1	HIVEP2
USF1	ACTG1P20
FOXO3	SLC38A3
EGR1	TMEM230
ATF4	CDK2
NFYB	SLC35F5
CUX1	KCNA4
YY1	NUP88
TFAP2A	CDCA5
YY1	RPL7L1
TFAP4	AOC4P
FOXA1	MIR1185-2
USF1	TMEM265
NKX2-2	NR4A3
PAX2	MIR4489
FOS	ZNF532
TBP	IL17A
REL	EGFR
POU2F1	YDJC
CEBPA	KRT76
ATF4	PHPT1
RELA	CXCL12
E2F1	HOXC13-AS
EP300	CALN1
TFAP2A	SFMBT1
FOXC1	ADGRF4
IRF4	SNORD12B
SREBF1	ORC4
HNF4A	UNCX
CREB1	POLR1HASP
EGR3	DGKZ
REST	HCFC1
USF1	IKZF5
SP1	TEDC1
KLF12	TAS2R38
NFKB2	GPR55
FOXO3	MGMT
E2F3	ADM
EGR2	MIR18B
ATF2	ING1
GATA2	CNKSR3
WT1	SOD1
USF1	LINC00857
ARNT	SFT2D2
EGR1	FOXI3
FOXL1	PUSL1
GATA1	DACH1
KLF8	CDH1
ELK1	TNNT1
HAND2	NPPA
USF1	SKIC3
RREB1	AAMP
CREB3L3	FOSB
POU2F2	MINPP1
E2F2	ABHD10
TWIST1	DNM3
E2F6	IL1RAPL1
MIF	HECA
TFAP2A	NEK9
E2F4	GATA1
REST	SCAF4
NFIC	CNOT3
ZIC2	ABCA2
E2F5	SMC3
STAT1	PRLR
HDAC7	ACTN4
USF1	TRAF6
YY1	TRIM63
E2F4	DHX9
NFYB	MIR4466
MYC	ZNF497
TAL1	NAA15
NFATC4	PTGS2
FOXL1	ZFHX3
E2F2	ARMC5
SP1	C9orf72
MZF1	FOXP3
CDX1	POSTN
ATF4	CENPE
REST	PIBF1
FOXD1	ATOH1
SRF	BIN3-IT1
EGR3	AFTPH
GATA2	HNMT
AHR	TADA2B
ATF5	HIC1
NANOG	GATA6
MAX	PRR29
NFKB1	ZBTB14
HLF	CCDC148
JUND	TOPORS
FOXO4	HHIP-AS1
EGR1	TTLL11
TAL1	RCOR2
ATF6	MOG
REL	MIR218-2
CTCF	FGF14
NCOA2	TFF1
FOXO4	SUGT1P3
NCOA3	BRCA1
TFAP4	HES3
NR3C1	ST13
FOXO4	JADE2
SREBF1	TSR3
TOPORS	OR6N1
ATF6	SNX16
FOXA1	CFAP276
ATF6	RIC8B
POU3F1	RNASE2
E2F2	ZFC3H1
USF1	KLHDC2
MEF2A	ZBTB10
ATF2	CBX3P2
GATA3	COL18A1-AS2
SREBF2	RAPGEF4-AS1
ARNT	SNORD35A
SP1	FOLR1
HES6	ASCL1
FOXI1	TMOD3
NKX3-1	OSBPL9
STAT3	F9
STAT5A	SAMD1
STAT2	FSIP1
NFIL3	PDE1C
PBX1	LHX2
SRY	PAK3
TGIF1	TNPO1
FOXF2	HOXC4
MAX	PSMA7
NR1H3	CCND1
PITX2	SLC13A3
SP1	ACSS3
LMO2	RAB1A
REST	ZG16B
E2F5	SV2C
HNF4A	SNORA28
FOXO1	SLC48A1
AHR	ANKRD27
REST	LINC00489
E2F3	MIR636
TFAP4	DIDO1
SP1	TSPO2
RXRB	LPL
AHR	RXRB
MYC	GALK2
MYC	JPT2
POU5F1	IFNG
ARNT	REV1
HNF1A	VEPH1
E2F7	PRODH
AHR	SIX2
MAX	MFSD14A
EGR1	CHRND
FOXC1	HOXA10-AS
E2F2	PAK6-AS1
USF1	JADE2
E2F7	TAF7
MEF2A	LIMS3
YY1	TRPV3
PTTG1	VEGFA
ZEB1	CNOT11
ARNT	UBAP2L
KLF12	CD101
ATF1	PHACTR3
JUN	REEP3
SRF	TRUB2
NFATC4	XRRA1
SREBF1	HOXB3
EGR3	MIR4787
BACH1	TAF10
CREB1	SLC6A2
MEF2A	SYT1
REST	NYAP2
REL	INAVA
TAL1	NDUFAF3
AHR	SHISA6
ESR1	PTH2
EGR1	GTPBP10
E2F1	GATA3
VSX2	THAP5
ISL1	GCG
DDIT3	STUB1
TOPORS	SOX5
MEF2A	C12orf42
IRF7	SNORD90
CREB3L4	CXCL8
SP1	NANS
REL	ELF4
YY1	CLCN2
E2F5	ELAVL4
EGR1	KIF18A
CUX1	ZHX2
SREBF2	ARC
PAX6	MIR3152
MEF2A	TCTE1
MEIS1	SOX2
SP1	NUS1
CREB1	ZNF536
MAPK9	PLA2G4C
GABPA	RARS1
XBP1	STMN1
CUX1	NUDT21
FOS	SLC35E4
FOXO4	NTF3
FOSL1	GSEC
TFAP2A	PDCD6P1
FOXC1	TRPC4
NR2F1	IRAK1
MAX	BASP1
TFAP2C	ACAT2
STAT5A	EVPL
NFKB1	CD38
E2F6	BABAM2
PPARG	SPATA3
MEF2A	SPATA45
RELA	CCL13
PKNOX1	PTPN6
MXI1	STAG3
AHR	ONECUT3
HLF	SLC17A6
CREB1	ZNG1B
EGR1	ADRA1D
REST	CPEB3
POU3F3	MDM2
ELK1	AP1M1
TWIST2	FN1
AHR	CBX3
MEF2A	ULK4P2
E2F3	FEZF1
STAT3	CACNA1D
SPI1	GPR31
MYC	ADSS1
MYC	NADK2
TFAP4	NLN
ESR2	KRT32
STAT4	RHBDL3
E2F6	H3-3A
RELA	RAB35
E2F5	PAX6
ZIC2	DNAL1
TCF4	SKP2
JUN	SORD
RREB1	YIPF3
PPARG	KRT8
TP53	TCF7L1
NFKB2	NDE1
RELB	SPPL2A
HNF1A	BAMBI
CTCF	FAM223A
EGR1	GAS8
TFAP2A	EIF1B-AS1
HSF2	HIVEP2
EGR1	ZNF33A
E2F7	EHBP1-AS1
DNMT1	PROM1
ARNT	SPEN-AS1
TFAP2A	SMIM22
GATA3	FOXD4L5
BPTF	MST1R
TFAP2A	ADCY8
ARID5B	ABTB1
CREM	ZAP70
STAT1	CALB2
TFAP2A	FASN
SRF	STX12
RFX1	PREPL
HSF2	A2MP1
RFX1	SLC35F1
PPARG	HIRIP3
MEIS1	TNFAIP8
ARNT	PYCR2
E2F7	MCIDAS
ARID5B	POLR1G
POU2F1	DPYSL2
AHR	RPS6KA4
ATF5	SMARCD1
FOXO4	STX16
ARNT	ARHGAP20
CTCF	PPIP5K1
RFX1	PCOLCE-AS1
CEBPA	ZBTB7C
GLI2	WNT7B
ATF6	NR2F1
HSF2	ATP6V1G2-DDX39B
ATF2	CHURC1-FNTB
ATF4	B4GALNT4
MAX	NHERF2
FOSL1	RARG
AR	PPBP
EGR1	DAPK1
SREBF2	SLC4A4
FOXA2	MIR4540
TOPORS	FBXW7
USF1	TMEM97
NFYC	KBTBD8
NFYC	CCDC102A
STAT3	BCLAF1
MEF2A	KCNK15
ATF5	IFT140
MYC	ZNF85
FOXJ2	SEPTIN4
TCF3	NPEPL1
E2F7	ETF1
STAT2	NEDD9
E2F7	MRTO4
PPARA	PDHA1
ATF7	MAN1B1
MYB	ZNF281
GABPA	EIPR1
ARNT	GPN2
USF1	FAM86FP
STAT3	TNFRSF8
TFAP2A	ATAD2B
NFYA	CITED4
AHR	LMNA
AR	PTHLH
NR1H4	STK11
HIF1A	TEK
TCF3	KLK1
SP1	MAN2A1
FOXD1	SSBP2
JUND	SLC34A2
RFX1	RFX4
ATF2	CEP15
TBP	TAF4B
MIF	POLR3G
E2F2	C20orf85
E2F1	ZNF664-RFLNA
GATA3	MLH1
SPI1	PAPOLB
ASH2L	CDKN2A
GABPA	ZEB2
SREBF1	RECQL5
TGIF1	OR5M8
CEBPA	ZNF212
TNF	ICAM1
NFKB1	HOXA9
RARA	TCF7
SP1	ALB
TCF7	CCND1
MYC	PAX8-AS1
GATA1	TAL1
CREB3L4	CYP17A1
CUX1	SOCS2
STAT5B	HOXC8
GLIS3	INS
RFX1	PCDHGB3
JUNB	ENO4
SP1	CCR7
SPI1	FCRL3
CREB3L3	ARC
E2F3	KLF9
PAX5	CARMIL2
ALX1	ZNF608
FOXD3	SEMA5B
PAX6	WWC2-AS2
ARID5B	CYP4F12
USF1	HSD17B7
CTCF	ACBD6
CEBPA	MAP3K10
TGIF1	CEP57L1
EGR1	IWS1
FOS	FAM138B
CTCF	DYNLT5
TFAP4	OR56B1
POU3F2	BANK1
STAT1	TRPM6
PAX5	BLK
FOXL1	TCF4
NR2F1	MAPK8IP1
YY1	EIF2AK1
TFAP2A	ATG3
CEBPB	MIR3064
WDR5B	CDKN1B
CUX1	KAT2A
MXI1	CERK
USF1	TSEN2
USF1	HOXD13
NFIC	HAPSTR1
MEIS1	AR
NFKB1	ENTPD5
VSX2	RNF138P1
PBX1	PASK
E2F2	ARF5
MEF2A	URI1
TAL1	SMAD5
TP53	CLK1
ENO1	PTGS2
REST	TSN
NKX3-1	PPP1R17
POU5F1	ZSWIM6
TBP	SLC45A3
ATF5	CNTROB
POU2F1	DKK3
USF1	CUL5
TP63	BRCA1
RORA	APOA5
POU2F2	H2BC18
CUX1	MIR1908
YY1	EEF2
REST	MYO1A
XBP1	MIR450A1
STAT5A	EDRF1-DT
FOXJ2	CENPN
NFKB1	MGAT5B
AHR	DGKH
USF1	MORC1
MYC	TUBB3
JUNB	NDFIP2-AS1
FOXO1	ZBTB20
NFYC	LINC01619
ARNT	LMO3
SRF	SURF2
FOSB	BACH1
NFKB1	YY1AP1
MYC	CREB5
E2F4	PIMREG
NFKB2	POLG2
PAX5	KBTBD13
MYC	SLC25A15
STAT5A	ERGIC1
ARID5B	CPB2-AS1
EGR1	TLK1
ARNT	TRA2B
AHR	ARRB2
STAT2	PDLIM4
CUX1	ZIC4
HLF	ITPRID2
FOSB	KAT7
ELL	BAX
ATF7	KLF13
FOXO4	DISC2
ATF1	FLII
SP1	ARRDC3
TCF4	SLC44A1
SPI1	CCDC121
JUND	PDE4A
STAT3	VCAN
TFAP2C	MARCHF5
MXI1	MIR451A
FOXO3	HSPA1A
E2F4	SNORA29
NR5A2	ABCG5
POU3F1	HAND1
HDAC4	MMP13
CUX1	MBNL1
RREB1	OAZ2
TP53	LY6G6C
EGR1	TSTD3
FOS	MAP2
EGR1	MLST8
MAX	SYCP1
TFAP2A	MIR4641
ATF5	PAX6-AS1
RFX1	MIR96
YBX1	KPNA2
POU3F2	NFIA
E2F2	TMEM179B
POU3F2	SNORA36C
FOXC1	ETV1
SREBF2	SCAMP3
USF1	METTL21A
POU3F1	PRDM10-DT
RELA	MIR17
TFAP2A	BMP2K
STAT5A	EDEM3
EGR1	TH
FOXO3B	ALDOB
E2F2	CBX5
MYC	PXT1
PBX1	SP3
MYC	CTCFL
VSX2	LIMD1-AS1
STAT2	PABIR3
HNRNPR	ASCL1
EGR1	FRG1
MAX	MARCHF8
SPI1	SNRPE
CUX1	LAGE3
ATF5	WNT11
FOXC1	CAP1
MEIS1	NSUN2
POU3F1	MAGEE2
NR2F1	ZDHHC19
NR2F2	PRKAR2B
SRF	WIZ
EGR1	BACH2
MYC	PCBD2
XBP1	MIR450A2
RXRB	PCK1
TFAP2A	RRN3P3
GABPA	GIHCG
RXRG	PLIN4
NR3C1	LIME1
DDIT3	AP2S1
GATA2	PTK7
JUNB	KLF15
FOXL1	TSPAN8
NR3C1	ITGB1BP2
FOXI1	HPCA
YY1	ZNF8
FOSL1	LDB3
RELA	SNCG
PPARG	AP1B1
MEIS1	BEND4
BHLHE40	NEURL2
CREB1	ADAL
TGIF1	LTBP1
POU2F1	KDM3A
PAX5	BATF3
USF1	TMEM114
ATF6	PFN3
ATF3	MPZL3
POU2F1	PAX2
MZF1	ZNF428
E2F2	RPL15
FOXO4	PLK3
GATA2	ABRAXAS1
CEBPB	ZAR1
E2F5	ITGA3
SREBF2	TNFSF15
TFAP4	KRTAP4-9
FOXO3	SOD1
ELK1	CCDC73
MYC	FABP5
REST	DPP10
EGR1	CEP72
CREB3	CCND1
TFAP2A	MBD1
NFYB	ERG28
TFAP2A	TM2D2
POU3F2	MIR591
LHX3	DMD
SREBF1	SYCE3
ELK1	CA9
JUN	BRD8
TFAP2A	EID1
POU3F1	TMEM255A
MAX	MICOS10
FOXJ2	CNBP
TFAP2A	EML3
FOXO3	SNX30
TFAP2C	CNOT2
AHR	ELAC2
USF1	TSN
HOXA9	PSMC3IP
MAX	FABP5
MYC	B4GALNT4
PAX2	DLG1
NKX6-1	CIRBP-AS1
MEF2D	HDAC7
FOXF2	HMGA1
STAT5A	FAAP20
LMO2	SNORD19
AHR	SNORD66
RFX1	FAM219A
JUN	ZDBF2
PAX2	SYS1
E2F2	SPRY2
STAT1	ENPP3
FOXO4	NCOA2
HOXA9	IFTAP
POU2F1	ABCA12
USF1	HOXA7
CUX1	NDUFA1
PPARG	PCDHB10
MIF	ATP2A2
MYC	PRKAR1B
AHR	OSBPL6
YBX1	ERBB2
PAX6	RRP9
XBP1	SNORD51
NFATC4	MST1L
ATF3	LRRC40
FOXJ2	GPM6B
YY1	ENC1
TFAP2C	SRP72
E2F6	FBXO9
TFAP2A	GSE1
ATF6	IER3
BPTF	PTP4A3
ZNF382	HMGA2
JUNB	CEMIP
GATA3	CCR10
TAL1	HTR3A
FOXF2	WEE1
POU2F1	TBX22
MYC	OR52M1
CTCF	PCA3
SP1	TMEM51
SPI1	CBLL1
SP1	GRAMD1C
JUND	HTR3A
FOXO1	PRL
ARNT	XPO6
YY1	CUL3
RELA	ALX4
SREBF2	MIR4722
ATF6	CDIP1
E2F5	CDC42BPA
TCF4	TOMM40L
NFYC	PCCB
ARNT	RETREG1
SP1	ABHD1
FOSB	PAK6
RFX1	TMEM95
MAX	PHF20L1
RELA	FOXO3
ELK1	PLEKHO2
ATF5	DNAJC9
USF1	NTRK1
FOXO3	TAS2R38
FOSB	HSPA12A
MZF1	ENOX1
EGR1	PMS1
NFATC4	RUNX2
LMO2	NEBL
HNF4A	NR2F2
CREB1	PIP4P2
NR2F1	RFLNB
STAT1	ADAMTS12
KLF12	EFNA5
STAT2	TMEM43
E2F1	RS1
PPARG	PGK1
POU5F1	SORBS2
LMO2	MIR1197
MYC	ALAD
SKI	FHL2
RORA	MIR4795
E2F3	SP6
FOS	S100P
ATF3	CDK5R2
FOXD1	CTSV
BACH1	SLC9A5
NFIL3	VPS13A
NFKB1	APOM
PPARG	CHMP5
NFYB	NUS1
MIF	DDX31
RFX1	INSYN2A
STAT6	BCL6
EGR2	MFNG
ATF2	NDEL1
GATA1	VAMP3
TFAP2C	NUP42
FOSB	TPD52L2
EGR3	MIR19B1
ATF6	MUC1
SP1	FSD1L
NFATC3	IL4
MEIS1	PSMD6-AS2
EGR2	EHBP1L1
HDGF	VEGFA
SREBF1	DAZAP2
AHR	MOV10
EGR3	RIMS1
PPARGC1A	CPT1A
ARID5B	MIR1537
STAT2	RRAS
FOXO4	HOXA10
SP1	PPP6R3
SPI1	ZRSR2
FOSL1	MIR4260
HNF1A	LTBP1
ATF7	ERF
NR3C1	NEU1
ARNT	G6PC3
E2F3	CAPRIN1
MAX	MATCAP2
EGR1	GTF2E2
CHD8	CCNE2
HNF4A	SLC40A1
FOXO1	VEZT
ATF4	CEP55
FOSB	SLC50A1
TGIF1	CRACR2B
WT1	SLC6A6
VSX2	ORC4
ATF6	SRPRA
PAX5	CCDC92
SREBF1	SLC12A6
SRY	BTF3L4
ARNT	EPDR1
TFAP2C	GCN1
TFAP2A	CEP295
CUX1	CCT3
EGR3	LCOR
POU3F1	EPHA7
MYC	ACTR3B
FOXO6	GABARAPL2
NFIL3	THAP12
BACH1	CLIC1
MIF	SPMIP6
POU2F2	RPS16P5
E2F2	PAX6
POU3F3	H3-3B
YY1	KATNIP
TFAP2A	EIF4ENIF1
ARNT	RANBP1
NFIL3	ELMO1
MXI1	TRIB1
POU5F1	TBX18
NFE2L1	TFAP2D
JUN	STMP1
FOXO4	ITPKB
E2F1	GTF2H1
USF1	SLC43A3
E2F5	TAP1
SPI1	ISL2
TFAP2C	LINC02870
VSX2	SLC9A2
RORA	MIEF1
MYC	ARMC5
USF1	SLC35F2
SREBF2	PIM2
EGR1	ITGB8
USF1	PITX2
NFATC3	ANKMY2
ESR1	D2HGDH
MYC	IL16
TP53	EEF1A2
HOXA9	NOTUM
VSX2	CABP4
POU3F2	LINC00457
FOXO3	ARID4B
ATF1	CTBP2
E2F4	RNF168
FOXL1	ATP2B1-AS1
TBP	SELENOP
MZF1	STAC3
YY1	PIAS3
STAT1	APBB1
POU2F1	MSL3
DDIT3	CIC
MYC	SNAI2
ATF5	MORF4L2
POU3F2	MIR3926-2
XBP1	IDH3G
POU3F1	CPNE1
MYC	SEC61B
TFAP4	C11orf96
CEBPA	GNL1
OTX2	DCT
CUX1	TEAD2
NKX3-1	VMA21
IRF3	IFNA17
GATA2	NCOA7
ATF2	TLNRD1
POU3F2	TUBA1A
E2F3	C6orf52
SP1	TAF2
POU2F1	P2RY10
MYC	LANCL1
NFATC2	ENPP2
STAT3	STS
SREBF1	DGKH
CUX1	DIO2
ATF2	TBC1D32
EGR1	DDX42
MAX	CSF2RA
USF1	SIGLEC5
ATF2	TRIM17
STAT2	MX1
CTCF	PCDHB10
SRF	MIR133A1
MEF2A	PURG
RARB	NKX2-1
